textid,sentence,label
10791,-------------------------------------------------------------,comp.os.ms-windows.misc
10041,I am getting desperate.,comp.os.ms-windows.misc
10041,"I have a report that must be finished by midnight, and W4W doesn't seem to have what appears to be a MUST!",comp.os.ms-windows.misc
10041,"I use the autonum field for numbering chapters, but my document is distributed amongst several files.",comp.os.ms-windows.misc
10041,I just can't find a way to make Word start the numbering at something else than 0 or 1.,comp.os.ms-windows.misc
10041,"Of course, everything is fine in the first file, but it's pretty stupid when ALL chapters are numbered as 1 !!!!!!!!",comp.os.ms-windows.misc
10041,"Please, if you have ANY solution to this (except from putting it all in one 10M document ...)",comp.os.ms-windows.misc
10041,e-mail me immediately !,comp.os.ms-windows.misc
10041,"As I am working on th report I hardly have any time to read News, so please e-mail me.",comp.os.ms-windows.misc
10041,All answers will be heartly welcome ...,comp.os.ms-windows.misc
10041,"In advance, thanx a lot !!!!!!",comp.os.ms-windows.misc
10041,-- ___,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_,comp.os.ms-windows.misc
10041,_ /,comp.os.ms-windows.misc
10041,/\ / /\ / ___,comp.os.ms-windows.misc
10041,/\,comp.os.ms-windows.misc
10041,"Frode Rinnans v.9, 7035 Trondheim / / // / / / /\_/ / /",comp.os.ms-windows.misc
10041,Tlf.: 07588723 / /_// / / / /_// / / bjaastad@idt.unit.no / ___ / / / ____,comp.os.ms-windows.misc
10041,( ( / /\_/ / / / /\__/ / / / / // / / / /_/_/ / /,comp.os.ms-windows.misc
10041,"""And on the 8th day, /_/ //_/ /, /_______/ / , God created Rock and Roll"" \_\/ \_\/ avard \_______\/ jastad __________________________________________________________________________",comp.os.ms-windows.misc
10188,Hi All.,comp.os.ms-windows.misc
10188,I am working on a project in visual basic ver.,comp.os.ms-windows.misc
10188,2.0,comp.os.ms-windows.misc
10188,and I need to show PostCript files I am getting from another aplication.,comp.os.ms-windows.misc
10188,"So, because i can't show PostScript directly form Visual Basic (at least I don't know how), i need a utility to convert them to BMP, WMF.",comp.os.ms-windows.misc
10188,Any help will be appreshieated.,comp.os.ms-windows.misc
10188,kobi elimelech --------------------------------------------------------------- messges can be sent to me at kobi@asimov.hacktic.nl ---------------------------------------------------------------,comp.os.ms-windows.misc
10814,PaintShop Pro for Windows is a fantastic product.,comp.os.ms-windows.misc
10814,"It can handle TIFF, GIF, BMP, PCX, and many other formats, displaying them and converting between them.",comp.os.ms-windows.misc
10814,There is a shareware version of the program; I assume it's available in the Windows areas of the standard anonymous FTP locations (I'd try ftp.cica.indiana.edu).,comp.os.ms-windows.misc
10814,"Log in as ftp, use your username as a password, and look for a program called PSP101.exe or something like that.",comp.os.ms-windows.misc
10814,"I have the registered version, and the only major difference I can detect is that the unregistered version pops up a message when you start the program asking you to please register it.",comp.os.ms-windows.misc
10814,"Once again, FANTASTIC software.",comp.os.ms-windows.misc
10814,"Up to 24 bits, huge images, everything.",comp.os.ms-windows.misc
10814,"-Brian -- Brian Kasper, AKA Prisoner 655321 | ""My hovercraft is full of eels.""",comp.os.ms-windows.misc
10814,The Aerospace Corporation | Internet: kasper@aerospace.aero.org |,comp.os.ms-windows.misc
9479,"In a previous article, alanchem@csd4.csd.uwm.edu (Alan Scott Olson) wrote: Windows NT is a giant Windows Operating System.",comp.os.ms-windows.misc
9479,"Unline Win3.1, it does not run on top of DOS.",comp.os.ms-windows.misc
9479,"It is its own OS, with (Billy Gates assures us) true multi-tasking/multithreading, meets DOD security specs, will run win3.1 programs as well as DOS programs, has multi-processor support, and is primarily a Server program.",comp.os.ms-windows.misc
9479,It's overhead is too high for it to be economical for most users.,comp.os.ms-windows.misc
9479,"Speaking of overhead, it requires at least a 386 with 16 megs of RAM.",comp.os.ms-windows.misc
9479,"It iwll run with 12, but that's like running OS/2 2.0 with 4 megs.",comp.os.ms-windows.misc
9479,And that's just to run it.,comp.os.ms-windows.misc
9479,"Also, I have heard that the system files take up 30-50 Megs, and it is recommended that your drive be a half gig!",comp.os.ms-windows.misc
9479,The SKD is distributed on CD-ROM.,comp.os.ms-windows.misc
9479,Chicogo is what I want to use.,comp.os.ms-windows.misc
9479,"It is, like NT, a true OS with thrue multitasking and multithreading, but has much smaller hardware requirements, and does not meet DOD security specs (but that's okay since it will probably be more of a client OS).",comp.os.ms-windows.misc
9479,"there are a few otehr differences, but those are the main ones.",comp.os.ms-windows.misc
9479,There was an article about Chicogo in PC Week last August.,comp.os.ms-windows.misc
9479,"The Chicogo and NT development groups at Micro$oft are in intense competition, so it is said.",comp.os.ms-windows.misc
9479,"However, I think a different relationship will arise: NT will be the server (*N*etowrk *T*echonology), Chicogo will be the client machine.",comp.os.ms-windows.misc
9479,"It is entirely possible for different OS's to work together, partly because Chicogo is just a small NT (think of it that way, anyway).",comp.os.ms-windows.misc
9479,"(Novell Netware creates an OS on the server that is truly not DOS, so don't scorn the concept.)",comp.os.ms-windows.misc
9479,"Anyway, don't expect it soon.",comp.os.ms-windows.misc
9479,"Windows 4 and DOS 7 are supposed to be released next year (read: see it in 95), so I expect that Chicogo won't be out til '96.",comp.os.ms-windows.misc
9479,"With luck, I'll be proven wrong!",comp.os.ms-windows.misc
9479,=) Rob |------------------------------------------------------------| \ rmohns@vax.clarku.edu / _________\ /________ \,comp.os.ms-windows.misc
9479,Rob Mohns /,comp.os.ms-windows.misc
9479,================================================== Annoy Rush Limbaugh.,comp.os.ms-windows.misc
9479,Think for yourself.,comp.os.ms-windows.misc
9479,==================================================,comp.os.ms-windows.misc
9679,I have heard many things about the ATI Ultra Pro card.,comp.os.ms-windows.misc
9679,Some have been positive but most are negative.,comp.os.ms-windows.misc
9679,Could people please confirm these?,comp.os.ms-windows.misc
9679,(I am interested in the EISA version in particular).,comp.os.ms-windows.misc
9679,1),comp.os.ms-windows.misc
9679,The card does not work in a system with 32M RAM.,comp.os.ms-windows.misc
9679,2),comp.os.ms-windows.misc
9679,The card works in a 32M system with some switches set but it is much slower.,comp.os.ms-windows.misc
9679,3),comp.os.ms-windows.misc
9679,The card is _interlaced_ in its 24bit (true-colour) modes.,comp.os.ms-windows.misc
9679,4),comp.os.ms-windows.misc
9679,The latest build 59 drivers still do not work in many cases.,comp.os.ms-windows.misc
9679,5),comp.os.ms-windows.misc
9679,This card is the fastest full colour card for the money.,comp.os.ms-windows.misc
9679,6),comp.os.ms-windows.misc
9679,This card is the greatest thing since sliced bread.,comp.os.ms-windows.misc
9679,;-) Thanks for your feedback.,comp.os.ms-windows.misc
9679,I will summarize.,comp.os.ms-windows.misc
9679,"Al -- Alan Walford Eos Systems Inc., Vancouver,B.C., Canada Tel: 604-734-8655 aew@eosvcr.wimsey.bc.ca OR ...uunet!wimsey.bc.ca!eosvcr!aew",comp.os.ms-windows.misc
9750,Is there a ftp.cica.indiana.edu mirror anyware that isn't so !,comp.os.ms-windows.misc
9750,@#$@# busy?,comp.os.ms-windows.misc
9750,Thanks Phil Trodwell ***,comp.os.ms-windows.misc
9750,"This space ***| ""I'd be happy to ram a goddam 440-volt cattle *** for rent.",comp.os.ms-windows.misc
9750,"***| prod into that tub with you right now, but not *** (cheap) ***| this radio!""",comp.os.ms-windows.misc
9750,-Hunter S. Thompson,comp.os.ms-windows.misc
9814,I just bought a BJ-200 printer a couple of days ago.,comp.os.ms-windows.misc
9814,I compared it to the sample print of an HP DeskJet 500 and knew that the HP wasn't for me.,comp.os.ms-windows.misc
9814,The BJ-200 is pretty fast and really prints with good quality.,comp.os.ms-windows.misc
9814,I can compare it with the HP LaserJet IIID PostScript and they look almost identical ( depending on the kind of paper).,comp.os.ms-windows.misc
9814,"I don't have problems with the ink not being dry, it seems to dry VERY fast.",comp.os.ms-windows.misc
9814,Probably within a second.,comp.os.ms-windows.misc
9814,"Since Canon is giving a $50 rebate until the end of May, it is really a good buy.",comp.os.ms-windows.misc
9814,"--- Sean Eckton Computer Support Representative College of Fine Arts and Communications D-406 HFAC Brigham Young University Provo, UT 84602 (801)378-3292 hfac_csr@byu.edu ecktons@ucs.byu.edu",comp.os.ms-windows.misc
9779,WFWG does use NDIS but it cooperates well with the NDIS shim for ODI.,comp.os.ms-windows.misc
9779,(I've heard that it is as fast as NDIS direct),comp.os.ms-windows.misc
9779,The additional TSR load is minimal.,comp.os.ms-windows.misc
9779,I think I eat another 20K total.,comp.os.ms-windows.misc
9779,This is worth it to me since it allows me to get to my Windows NT box.,comp.os.ms-windows.misc
9779,Novell hasn't released a decent NT Novell client yet,comp.os.ms-windows.misc
9779,so I share through my WFWG box.,comp.os.ms-windows.misc
9779,This solution is very usable.,comp.os.ms-windows.misc
9997,I am starting to work on a project using DDE to transfer data.,comp.os.ms-windows.misc
9997,The application came with an Excel macro which can transfer the data.,comp.os.ms-windows.misc
9997,I need to 'port' it to 1-2-3W. 1-2-3W uses a very different setup for DDE macros.,comp.os.ms-windows.misc
9997,Does anyone have any suggestions as to good references?,comp.os.ms-windows.misc
9997,"I have downloaded ""WW01117: Windows Dynamic Exchange (DDE)""",comp.os.ms-windows.misc
9997,[the MS Application Note].,comp.os.ms-windows.misc
9997,Any books worth getting?,comp.os.ms-windows.misc
9997,"The specifics are: Server application: Dionex AI-450 Chromatography Data System Client application: 1-2-3 for Windows V1.1 Except for the macro, Dionex did not provide any documentation for DDE.",comp.os.ms-windows.misc
9997,"Also, I am having problems because I am trying to develop the application on my PC, but to actually get data, you need to be connect to the instrument.",comp.os.ms-windows.misc
9997,"Any help here would be appreciated, too.",comp.os.ms-windows.misc
9997,"Thanks, -- Leon M. Olszewski | Nothing is worse than having an itch you can Internet: leono@uiuc.edu | never scratch.",comp.os.ms-windows.misc
9997,Leon - Bladerunner,comp.os.ms-windows.misc
10781,What version of WinFAX do you have?,comp.os.ms-windows.misc
10781,"The newest version (3.0) has an OCR (Optical Character Recognition) built in... what this means is that it can take a fax (ie, a letter) and convert it into ASCII so that one can edit the document w/o re-typing it...",comp.os.ms-windows.misc
10781,"However, I found that the OCR that comes packaged with WINFAX does not work as well as OMNIpage Professional (also by Delrina software)...",comp.os.ms-windows.misc
10781,"So, once again, WinFAX ver. 3.0 has what you are looking for...",comp.os.ms-windows.misc
10781,Good luck!,comp.os.ms-windows.misc
10008,I have win 3.0 and downloaded several icons and BMP's,comp.os.ms-windows.misc
10008,"but I can't figure out how to change the ""wallpaper"" or use the icons.",comp.os.ms-windows.misc
10008,Any help would be appreciated.,comp.os.ms-windows.misc
10008,"Thanx, -Brando PS Please E-mail me",comp.os.ms-windows.misc
9657,"Followup-To: comp.os.ms-windows.apps Hi, I have a 486/66MHz SYS based PC with 8M RAM and a problem.",comp.os.ms-windows.misc
9657,What is the best way to configure high memory with QEMM/386MAX ??,comp.os.ms-windows.misc
9657,I have a SPEEDSTAR 24X video card and use Hyperdisk disk cache software.,comp.os.ms-windows.misc
9657,The problem is running Windows 3.1 in Enhanced mode and having any high memory to load stuff high?,comp.os.ms-windows.misc
9657,"Note : I tried, as recommended to exclude the region A000-C7FF but Windows insists on starting in Standard mode.",comp.os.ms-windows.misc
9657,Any suggestions?,comp.os.ms-windows.misc
9657,Dan,comp.os.ms-windows.misc
9804,Try WorkShift by Karl Thoreddson.,comp.os.ms-windows.misc
9804,The latest version is 2.0 (or later?),comp.os.ms-windows.misc
9804,but the following is at Cica in the Desktop directory.,comp.os.ms-windows.misc
9804,WRKSFT16,comp.os.ms-windows.misc
9804,ZIP : WorkShift Graphical Virtual Desktop (ver 1.6) Or email Karl and ask him to put version 2.0 up Karl's email: karlth@rhi.hi.is (from the MS-Write file of v1.6),comp.os.ms-windows.misc
9804,I was Beta tester for WorkShift and must say it is very good (I gain nothing from saying that).,comp.os.ms-windows.misc
9804,It'll even remember your WorkShifts (WorkSpaces as you said) between Windows sessions.,comp.os.ms-windows.misc
9804,Your Welcome.,comp.os.ms-windows.misc
9804,"~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~ o | Paul Blackman pwb@science.canberra.edu.au o | Water Research Centre, pwb@aerg.canberra.edu.au o _ | Faculty of Applied Science -- ("") o | University of Canberra, Australia.",comp.os.ms-windows.misc
9804,"\_|_-- |~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ | | ""Spend a little love and get high"" _/ \_",comp.os.ms-windows.misc
9804,| - Lenny Kravitz ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,comp.os.ms-windows.misc
10115,Can anyone tell me where to find a standard VESA display driver that will support the on-the-motherboard XGA video of a 486 50Mz DX2 IBM Model 95 (8595-0LF)?,comp.os.ms-windows.misc
10115,I need to use 640 x 480 and higher resolutions under both Windows 3.1 and MS-DOS.,comp.os.ms-windows.misc
10115,"Minimum colors 256 at highest resolution, with 64K colors needed at 640 x 480. -------------------------------------------------------------------------------",comp.os.ms-windows.misc
10115,"Gary R. Michael | PHONE: (217) 244-3651 Associate Director | FAX: (217) 244-3118 Office for Information Management | E-MAIL: gmichael@vmd.cso.uiuc.edu University of Illinois | (128.174.5.98) 18 David Kinley Hall | NovaNET: gary michael / duosoft / cerl 1407 West Gregory Drive | Urbana, IL 61801 |",comp.os.ms-windows.misc
9509,"But the impressive performance of the Graphite was not its Winmark, it was its Wintach result (esp.",comp.os.ms-windows.misc
9509,the paint performance).,comp.os.ms-windows.misc
9509,"Judging from the Wintach tests, I can hardly imagine that there is a cheat driver for it.",comp.os.ms-windows.misc
9509,+---------------------------------------------------+ | Agus Budy Wuysang,comp.os.ms-windows.misc
9509,| | Digitech Student | | Monash University (Clayton),comp.os.ms-windows.misc
9509,"| | Melbourne, Australia | +---------------------------------------------------+",comp.os.ms-windows.misc
10812,"Followup-To: comp.os.ms-windows.apps,comp.os.ms-windows.misc After setting up a very large (>4 pages) table in Word for Windows I asked word to print it to my HP laserjet II -- worked fine at first.",comp.os.ms-windows.misc
10812,After much editing of the table contents (but not structure) output requests now kick the LJ into manual feed mode for the document containing the table.,comp.os.ms-windows.misc
10812,Other documents without tables print correctly.,comp.os.ms-windows.misc
10812,Where should I look and what should I change to get the document with the long table to use the paper drawer rather than kick into manual feed mode?,comp.os.ms-windows.misc
10812,[I believe I've tried all the obvious printer manager changes as well as replacing the hppcl.[lp]00 files with archived versions.],comp.os.ms-windows.misc
10812,Thanks for any and all help.,comp.os.ms-windows.misc
10812,"Peter -- Peter Palij Internet: pbp1@columbia.edu Columbia University, Graduate School of Business 804 Uris Hall New York NY 10027",comp.os.ms-windows.misc
10158,It could also be that your shell is hogging the resources.,comp.os.ms-windows.misc
10158,"For example, open the apps with data files that cause resulting low system resources with ndw 2.x as shell, then do the same with program manager, and see if it's the shell or the apps.",comp.os.ms-windows.misc
10158,Ted,comp.os.ms-windows.misc
9600,In Windows I created a permanent Swap-file of 7771Kb as win3.1 recommended me to do that (32bit access).,comp.os.ms-windows.misc
9600,"If I use EMM386.EXE, after win3.1 startup I have 6689K of memory free, if I leave EMM386.EXE out of my config.sys I have 9935K of memory free, and windows recommends me a swap file of 11769K. I use DOS6, with memmaker, have 4MB of internal Memory and a 486DX, Does anybody knows why this is happening (possibly win needs some UMB's to manage virtual memory?, If true, which UMB's, those that EMM386 can find without including suspicious parts?)",comp.os.ms-windows.misc
9600,"I need an optimized DOS-environment, because i develop applications for DOS using a windows programming environment.",comp.os.ms-windows.misc
9600,Rudi,comp.os.ms-windows.misc
10838,JG>,comp.os.ms-windows.misc
10838,"After this fall, I believe IBM no longer has any rights to JG> view Microsoft code.",comp.os.ms-windows.misc
10838,"After that, the only way to maintain JG> some sort of compatibility is to reverse-engineer.",comp.os.ms-windows.misc
10838,Would JG> you want to reverse-engineer an OLE2 application?,comp.os.ms-windows.misc
10838,Don't they retain Windows NT OEM status?,comp.os.ms-windows.misc
10838,"If so, that gives them NT source code, and since Windows is headed toward NT... (Win32S, Win32C)",comp.os.ms-windows.misc
10838,* SLMR 2.1a * --T-A+G-L-I+N-E--+M-E-A+S-U-R+I-N-G+--G-A+U-G-E-- ----,comp.os.ms-windows.misc
10838,*--------------------------------------------------------------------------* | The File Bank BBS - 619-728-4318 - PCBoard v.14.5a/E10 - USR HST & DS | | 8 nodes / RIME / Internet / Largest Clipper file collection in the world | *--------------------------------------------------------------------------*,comp.os.ms-windows.misc
9933,"Hi, anyone have the latest drivers for the Actix Graphics Accelerator Card?",comp.os.ms-windows.misc
9933,(32 plus),comp.os.ms-windows.misc
9933,The one I have (version 1.21) seem to have a lot of problems.,comp.os.ms-windows.misc
9933,I believe the latest version is 1.3 and would someone please upload it to some ftp site so that I can download it.,comp.os.ms-windows.misc
9933,Thanks -- Daniel Y.H. Wong UofT:(416)978-1659 wongda@picton.eecg.toronto.edu Electrical Engineering --,comp.os.ms-windows.misc
9943,Does anyone know where the program MONOUMB.386 is available ..,comp.os.ms-windows.misc
9943,I have checked my Windows system disks and MONOUMB2.386 is there but not the other one..,comp.os.ms-windows.misc
9943,Thanks..,comp.os.ms-windows.misc
9943,Stan Kucera -- -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- skucera@prstorm.bison.mb.ca (stan kucera),comp.os.ms-windows.misc
10003,I've seen this problem several times.,comp.os.ms-windows.misc
10003,It was always the result of the little rollers inside the mouse becomming dirty- they are good at collecting grime.,comp.os.ms-windows.misc
10003,the solution is simple: remove the ball to reveal the two rollers.,comp.os.ms-windows.misc
10003,Carefully clean them and the ball.,comp.os.ms-windows.misc
10003,Dennis,comp.os.ms-windows.misc
104665,No. I do not find this conceivable.,rec.sport.baseball
104665,I also cannot conceive of the possibility that there is any hypothetical team which Morris would help more than Clemens.,rec.sport.baseball
104665,"Given your premise, yes.",rec.sport.baseball
104665,But you are alone in your ability to conceive of that premise.,rec.sport.baseball
104665,-Valentine,rec.sport.baseball
104396,"Probably because everyone (that is, everyone who has cable) can watch every Braves game.",rec.sport.baseball
104396,They are the only team that has all of its games broadcast nationwide.,rec.sport.baseball
104396,"And if you don't like your local team, or you don't have a local team, the Braves can kind of become your local team because you can watch them every day.",rec.sport.baseball
104396,--I'm outta here like Vladimir!,rec.sport.baseball
104396,"-Alan =========================================================================== | ""What's this?",rec.sport.baseball
104396,This is ice.,rec.sport.baseball
104396,This is what happens to water when it gets | | too cold.,rec.sport.baseball
104396,This?,rec.sport.baseball
104396,This is Kent.,rec.sport.baseball
104396,"This is what happens to people when | | they get too sexually frustrated.""",rec.sport.baseball
104396,| | -Val,rec.sport.baseball
104396,"Kilmer, ""Real Genius"" | ===========================================================================",rec.sport.baseball
104763,[...],rec.sport.baseball
104763,The events I saw were: 1) Called strike by Hirschbeck 2) Shocked-looking Gant asks for appeal to first 3),rec.sport.baseball
104763,No appeal to first 4) Gant steps out of batters box.,rec.sport.baseball
104763,5) Hirschbeck *immediately* orders Gant back in.,rec.sport.baseball
104763,[bad move] 6) Gant ignores Hirschbeck and walks off.,rec.sport.baseball
104763,[bad move] 7) Hirschbeck yells at Gant.,rec.sport.baseball
104763,Gant is silent.,rec.sport.baseball
104763,8) Hirschbeck calls for the pitch.,rec.sport.baseball
104763,9),rec.sport.baseball
104763,Pitch is called a strike.,rec.sport.baseball
104763,10),rec.sport.baseball
104763,Cox argues (couldn't see when he came on the field) 11),rec.sport.baseball
104763,"Cox is ejected, players everywhere 12)",rec.sport.baseball
104763,Play finally resumes.,rec.sport.baseball
104763,Gant shouldn't have ignored Hirschbeck.,rec.sport.baseball
104763,Not returning made the strike call fairly likely.,rec.sport.baseball
104763,Although I suspect an argument might have gotten Gant tossed altogether.,rec.sport.baseball
104763,"But if Hirschbeck had let Gant step out, the whole incident probably would have been avoided.",rec.sport.baseball
104763,-- Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*|,rec.sport.baseball
104763,"Baseball fanatic ""It is considered good to look wise, especially when not overburdened with information"" -- J. Golden Kimball",rec.sport.baseball
104862,On two separate occasions I saw Dick Allen (back when he was Richie) homer at Shea off the middle of the black centerfield hitter's background screen.,rec.sport.baseball
104862,I think both shots would have traveled 500 feet.,rec.sport.baseball
104862,Jay,rec.sport.baseball
104417,"Johnny Mize had six three-HR games, which is the current record.",rec.sport.baseball
104417,--,rec.sport.baseball
104417,+-----------------------+ | Bob Holt | | rjh@allegra.att.com |,rec.sport.baseball
104417,+-----------------------+,rec.sport.baseball
105048,"On a cold, damp night last night at Tiger Stadium, Dave Wells, David Haas, Bob MacDonald, and Mike Henneman combined for a 3-1 victory over the Texas Rangers.",rec.sport.baseball
105048,"Here are the highlights: R H E Texas 1 4 1 Detroit 3 5 0 Wells gets the win, he's now 3-0 with an ERA just under 1, and Henneman gets his third save in three chances.",rec.sport.baseball
105048,Ken Rogers started for the Rangers and gets the loss.,rec.sport.baseball
105048,He was relieved by Burns in the 7th.,rec.sport.baseball
105048,The Rangers got their only run on a solo home run by Dean Palmer in the 7th.,rec.sport.baseball
105048,"The Tigers opened the scoring with an RBI single by Fryman in the 3rd, then took the lead for good in the bottom of the seventh when Whitaker greeted reliever Burns with an RBI double which scored Tettleton.",rec.sport.baseball
105048,Whitaker in turn crossed the plate on an RBI single by Phillips (who has been red hot) for the third Tiger run.,rec.sport.baseball
105048,"This afternoon, it's another battle of southpaws, Bill Krueger for the Tigers vs. Craig Lefferts for the Rangers.",rec.sport.baseball
105048,--Randy p.s.,rec.sport.baseball
105048,"Toronto Blue Jay fans, thanks for Wells and MacDonald!",rec.sport.baseball
105048,Those guys have really been a big help to the Tigers pitching staff!,rec.sport.baseball
104367,"Followup-To: rec.sport.baseball In article <15APR199312304021@pavo.concordia.ca>, m_klein@pavo.concordia.ca (CorelMARK!) wrote: The Cubs sent Boskie to Iowa to make room for Harkey. _______________",rec.sport.baseball
104367,Jeff Eastman jaeastman@anl.gov _______________,rec.sport.baseball
104073,This talk about the Phillies winning the NL East is scary.,rec.sport.baseball
104073,VERY scary!,rec.sport.baseball
104073,"Don't get me wrong, Im a Phillies fan but as late as last year they looked helpless.",rec.sport.baseball
104073,The funny thing was they did have a lot of injuries in '92 spring training that basically killed their chances.,rec.sport.baseball
104073,"Of course, don't forget the Dykstra wrist injury in the first or second game?",rec.sport.baseball
104533,[...],rec.sport.baseball
104533,"According to the Defensive Average stats posted by Sherri, Baerga had the highest percentage of DPs turned in the league, while Alomar had the worst.",rec.sport.baseball
104533,"However, Alomar had a higher Defensive Average.",rec.sport.baseball
104533,So who would be better?,rec.sport.baseball
104533,"Using Alomar's opportunities (469 groundballs, 73 possible double plays) Alomar had 332 groundouts and turned 18 DPs.",rec.sport.baseball
104533,Baerga would have had (with same DA & DP%) 328 groundouts and 35 DPs.,rec.sport.baseball
104533,"Using Baerga's opportunites (545 groundballs, 99 possible double plays).",rec.sport.baseball
104533,Alomar would have had (with the same DA & DP%) 386 groundouts and 25 DPs.,rec.sport.baseball
104533,Baerga had 381 groundouts and 47 DPs.,rec.sport.baseball
104533,"Baerga looks better, though it's possible his DP% would be lower with a different SS.",rec.sport.baseball
104533,"Will Baerga consistently turn twice as many double plays, however?",rec.sport.baseball
104533,"Alomar has established a high level of defense, Baerga has not.",rec.sport.baseball
104533,"I would bet on Alomar to be better next year, but last year Baerga was just as good overall.",rec.sport.baseball
104533,-- Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*|,rec.sport.baseball
104533,"Grad Student At Large ""It is considered good to look wise, especially when not overburdened with information"" -- J. Golden Kimball",rec.sport.baseball
104582,"Hello, I'm doing a paper on censorship in music and I would appreciate it if you took the time to participate in this survey.",rec.sport.baseball
104582,"Please answer as each question asks ('why?' simply means that you have room to explain your answer, if you chose.).",rec.sport.baseball
104582,"The last question is for any comments, questions, or suggestions.",rec.sport.baseball
104582,"Thank you in advance, please E-mail to the address at the end.",rec.sport.baseball
104582,I) are you,rec.sport.baseball
104582,[male/female] II),rec.sport.baseball
104582,what is your age?,rec.sport.baseball
104582,III)what is your major/occupation?,rec.sport.baseball
104582,IV),rec.sport.baseball
104582,what type of music do you listen to (check all that apply)?,rec.sport.baseball
104582,a. hard rock b. metal c. alternative d. blues e. rap f. jazz g. soft rock h. easy listening i. country j. classical k. hard core l. dance m. new age n. others (did I miss any?)____________ 1),rec.sport.baseball
104582,Do you think recordings with objectionable or offensive lyrics be labeled?,rec.sport.baseball
104582,[yes/no],rec.sport.baseball
104582,Why?,rec.sport.baseball
104582,2) Do you think certain recordings should be banned from minors (under 18 years of age)?,rec.sport.baseball
104582,[yes/no] why?,rec.sport.baseball
104582,3) Do you think certain recordings should be banned.,rec.sport.baseball
104582,Period.,rec.sport.baseball
104582,[yes/no],rec.sport.baseball
104582,Why?,rec.sport.baseball
